Product Id (Don't Modify),Product Name,Added on (D-dd/mm/YY HH:MM:SS),Barcode (applicable only if variable combinations not used),Product Id,Model,Short Description,Product Keywords (will be used while searching for products in website),Is Hidden? (Y/N),Cost Price,Web Price,Weight,Reorder Quantity,Extra Shipping Cost,Bonus Points,"Discount Type ('%' for %,'Value' for Discount Value,'Exact' for Exact Discount Price)",Discount (value in this field depends on the Discount Type),Apply Tax? (Y/N),Variable Stock Allowed? (Y/N) (Dont't Modify),Fixed Web Stock (applicable only if Variable Stock Allowed is 'N'),Preorder Allowed? (Y/N),Maximum number of times preorder will be allowed? (applicable only if Preorder is Y),In Stock Date (applicable only if preorder is Y)  (D-dd/mm/YY),Product Deposit %,Product deposit message (will be considered only if Product deposit is >0),Activate Buy link (Y/N),Activate Enquire link (Y/N),Heading to be shown for size chart (applicable only if size chart is managed),Show Variable in new row in product details page? (Y / N),Allow Stock Notification?,Hide Product when out of stock?,Allow ordering even if out of stock (Y/N)?,Allow free Delivery? (Y/N),Caption to be displayed for Qty,"Qty type (Normal,Dropdown)","Value to be displayed in dropdown box. Seperate using comma (,) (applicable only if qty type is Dropdown",Prefix to be used for Qty (applicable only if Qty type is Drop down box),Suffix to be used for Qty (applicable only if Qty type is Drop down box),Prefix for Normal price,Suffix for Normal price,Prefix for From price,Suffix for From price,Prefix for Special offer price,Suffix for Special offer price,Prefix for Discount,Suffix for Discount,Prefix for You Save Price,Suffix for You Save Price,Caption for No Price,Show Price Promise button in details page? (Y/N),Show Sale Icon (Y/N),Caption for sale icon (applicable only if Sale icon is Y),Show New Icon (Y/N),Caption for new icon (applicable only if New icon is Y),Variable Combination Image Allowed (Don't Modify),Unique Ids of Images from Image gallery. Seperate Id's using '=>' (applicable only if Variable Combination Image is 'N'. Already assigned Images which are not specified in this column will be unassigned automatically before saving the current id's,Variable Combination Price Allowed (Don't Modify),Allow Bulk Discount (Y/N),"Format (Qty1=>Price1,Qty2=>Price2) (applicable only if Variable combination price allowed is 'N')"
P-537374,Byron Bay Cookie Jar Mat,D-21/11/2014 14:03:03,,,,Byron Bay Cookie Jar Mat,"Byron Bay Cookie Jar Mat
byron bay mats
byron bay rubber mats
byron bay branded mat",N,0.00,1.00,0.00,0,0.00,1,%,0.00,Y,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322085,N,N,
P-455988,Byron Bay Cookie Jar Tags,D-06/04/2009 08:06:07,5060181190692,,,Byron Bay Cookie Jar Tags,"Tags
byron bay tags
byron bay cookie tags
cookie jar tags byron bay
byron bay jar tags
cookie jar byron bay tags",N,0.00,0.05,0.00,0,0.00,0,%,0.00,Y,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,321495,N,N,
P-537373,Byron Bay Cookie Tongs,D-21/11/2014 13:45:38,,,,Byron Bay Cookie Tongs,"Byron Bay Cookie Tongs
cookie tongs
wooden tongs
wooden cookie tongs
byron bay wooden cookie tongs
byron bay branded cookie tongs",N,0.00,4.99,0.00,0,0.00,5,%,0.00,Y,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322084,N,N,
P-537065,Byron Bay Cranberry Crunch,D-15/10/2014 16:25:14,,,,Byron Bay Cranberry Crunch,"Byron Bay Cranberry Crunch
cranberry crunch
cranberry cookies
cookies
byron bay cookies",N,0.00,3.99,0.00,0,0.00,4,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321469,N,N,
P-537066,Byron Bay Dotty,D-15/10/2014 16:29:34,,,,Byron Bay Dotty,"Byron Bay Dotty
dotty 
cookies
byron bay cookies
byron bay dotty cookies
dotty cookies
chocolate dot cookies",N,0.00,3.99,0.00,0,0.00,4,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320873,N,N,
P-537067,Byron Bay Milk Choc Chunk,D-15/10/2014 16:33:46,,,,Byron Bay Milk Choc Chunk,"Byron Bay Milk Choc Chunk
milk chocolate chunk cookies
milk choc chunk cookies
byron bay cookies
byron bay milk chocolate cookies",N,0.00,3.99,0.00,0,0.00,4,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320875,N,N,
P-537069,Byron Bay Salted Caramel,D-16/10/2014 11:56:57,,,,Byron Bay Salted Caramel,"Byron Bay Salted Caramel 
salted caramel cookies
byron bay cookies
caramel and salted cookies
cookies",N,0.00,3.99,0.00,0,0.00,4,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321471,N,N,
P-537324,Byron Bay Stainless Steel Cookie Tongs,D-14/11/2014 11:42:04,,,,Byron Bay Stainless Steel Cookie Tongs,"Stainless Steel Tongs
Stainless Steel cookie Tongs
cookie tongs
tongs
biscuit tongs
metal tongs
Byron Bay Stainless Steel Cookie Tongs
steel tongs",N,0.00,4.99,0.00,0,0.00,5,%,0.00,Y,N,9,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321914,N,N,
P-537070,"Byron Bay Sticky Date, Ginger & Walnut",D-16/10/2014 12:01:30,,,,"Byron Bay Sticky Date, Ginger & Walnut","Byron Bay Sticky Date, Ginger & Walnut 
Sticky Date, Ginger & Walnut
date ginger and walnut cookies
cookies
byron bay cookies",N,0.00,3.99,0.00,0,0.00,4,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320878,N,N,
P-537068,Byron Bay Strawberries & Clotted Cream,D-15/10/2014 16:43:16,,,,Byron Bay Strawberries & Clotted Cream,"Byron Bay 
Strawberries & Clotted Cream
strawberrys and cream cookie
strawberries and cream cookie
byron bay cookies",N,0.00,3.99,0.00,0,0.00,4,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320872,N,N,
P-537071,Byron Bay Triple Choc Fudge,D-16/10/2014 12:08:57,,,,Byron Bay Triple Choc Fudge,"Byron Bay Triple Choc Fudge
Byron Bay Triple Chocolate Fudge cookies
chocolate and fudge cookies
byron bay cookies
cookies",N,0.00,3.99,0.00,0,0.00,4,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320874,N,N,
P-537072,Byron Bay White Choc Chunk & Macadamia Nut,D-16/10/2014 12:21:58,,,,Byron Bay White Choc Chunk & Macadamia Nut,"Byron Bay 
White Choc Chunk & Macadamia Nut
cookies
byron bay cookies",N,0.00,3.99,0.00,0,0.00,4,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320876,N,N,
P-537106,Cadbury Drinking Chocolate,D-23/10/2014 15:36:23,,,,Cadbury Drinking Chocolate,"Cadbury Drinking Chocolate
cadburys hot chocolate
cadbury hot chocolate
hot chocolate
cadburys drinks",N,0.00,49.99,0.00,0,0.00,50,%,0.00,N,N,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321540,N,N,
P-537105,Cadbury Drinking Chocolate,D-23/10/2014 15:24:48,,,,Cadbury Drinking Chocolate,"Cadbury Drinking Chocolate
Hot Chocolate
Cadburys Hot chocolate
Cadbury Hot Chocolate
Cadbury Drink",N,0.00,8.99,0.00,0,0.00,9,%,0.00,N,N,1,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321540,N,N,
P-537124,Cadburys Hot Chocolate,D-24/10/2014 14:25:13,,Single,972912,Cadburys Hot Chocolate,"Cadburys Hot Chocolate 
tassimo cadbury hot chocolate
hot chocolate
tassimo drinks
hot chocolate",N,0.00,3.90,0.00,0,0.00,4,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321738,N,N,
P-537203,Cadburys Hot Chocolate,D-03/11/2014 10:52:43,,Case,,Cadburys Hot Chocolate,"Cadburys Hot Chocolate 
tassimo Cadburys Hot Chocolate 
tassimo hot chocolate pods
cadbury hot chocolate pods
tassimo pods
pods",N,0.00,18.50,0.00,0,0.00,19,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321738,N,N,
P-536412,Cadburys Hot Chocolate Sticks,D-28/07/2014 13:42:57,,,,Cadburys Hot Chocolate Sticks,"Cadbury Hot Chocolate Sticks 
Hot chocolate sticks
hot chocolate sachets
cadburys
individual hot chocolate",N,0.00,14.99,0.00,0,0.00,15,%,0.00,N,N,999999984,N,0,D-00/00/0000,0.00,,Y,Y,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,319983,N,N,
P-489477,Cafe Fiesta Pure Colombian Freeze Dried Coffee,D-24/08/2009 19:32:25,5060181190692,CAFE FIESTA,,Cafe Fiesta Pure Colombian Freeze Dried Coffee,"Café Fiesta
instant coffee
freeze dried coffee
pure columbian coffee
columbian coffee
Arabica bean",N,0.00,54.95,0.00,0,0.00,55,%,0.00,N,N,999989,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,37617,N,Y,"3=>52.50,6=>50.00,12=>48.00,24=>45.00,60=>40.00"
P-490022,Cafe Go Foam Cups,D-03/03/2010 10:36:15,5060181190493,,,Cafe Go Foam Cups,"Cafe Go Foam Cups
Cafe Go
foam cups
insulation coffeee cups
coffee cups
paper cups
8oz cups
12oz cup
16oz cup
disposable cups
Takeaway cups
coffee cups
Foam coffee cups",N,0.00,29.95,0.00,0,0.00,30,%,5.00,Y,N,4294967214,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,259432=>259433,N,N,
P-63722,Cafe Maid Cream Pots,D-06/04/2009 08:05:36,5060181190697,Prichet Foods,,Cafe Maid Cream Pots,"Cafe Maid Cream
Coffee Cream
Cream pots
Cafe Maid Creamer Mini Pots",N,0.00,5.49,0.00,0,0.00,5,%,0.00,N,N,498542,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,51731,N,Y,"10=>5.40,25=>5.35,50=>5.25"
P-537213,Cafe Pod Arabica Lungo,D-03/11/2014 11:49:18,,Single,,Cafe Pod Arabica Lungo,"Cafe Pod Arabica Lungo 
nespresso compatible coffee pods
nespresso pods
nespresso coffee pods
pod coffee 
arabica coffee pods
lungo coffee pods",N,0.00,2.69,0.00,0,0.00,3,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321687,N,N,
P-537214,Cafe Pod Arabica Lungo,D-03/11/2014 11:54:01,,Case,,Cafe Pod Arabica Lungo,"Cafe Pod Arabica Lungo
nespresso pods
nespresso coffee pods
nespresso compatible pods
coffee pods
arabica coffee pods
lungo coffee pods",N,0.00,7.75,0.00,0,0.00,8,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321687,N,N,
P-537219,Cafe Pod Colombia Huila,D-03/11/2014 12:21:51,,Single,,Cafe Pod Colombia Huila,"Café Pod Colombia Huila 
nespresso compatible pods
nespresso pods
nespresso coffee pods
nespresso colombia Hulia",N,0.00,2.89,0.00,0,0.00,3,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321689,N,N,
P-537220,Cafe Pod Colombia Huila,D-03/11/2014 12:25:14,,Case,,Cafe Pod Colombia Huila,"Cafe Pod Colombia Huila 
nespresso coffee pods
nespresso compatible pods",N,0.00,11.00,0.00,0,0.00,11,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321689,N,N,
P-537215,Cafe Pod Decaf,D-03/11/2014 11:59:00,,Single,,Cafe Pod Decaf,"Cafe Pod Decaf
nespresso compatible coffee pods
coffee pods
nespresso coffee pods
pod coffee 
decaf coffee pods
decaffeinated coffee pods",N,0.00,2.69,0.00,0,0.00,3,%,0.00,N,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321691,N,N,
P-537216,Cafe Pod Decaf,D-03/11/2014 12:02:41,,Case,,Cafe Pod Decaf,"Cafe Pod Decaf 
nespresso pods
nespresso coffee pods
nespresso compatible pods
decaffeinated coffee pods
pod coffee 
decaf coffee pods",N,0.00,7.75,0.00,0,0.00,8,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321691,N,N,
P-537207,Cafe Pod Intense,D-03/11/2014 11:32:14,,Single,,Cafe Pod Intense,"Cafe Pod Intense
nespresso compatible pods
coffee pods
nespresso coffee pods",N,0.00,2.69,0.00,0,0.00,3,%,0.00,N,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321692,N,N,
P-537209,Cafe Pod Intense,D-03/11/2014 11:35:15,,Case,,Cafe Pod Intense,"Cafe Pod Intense 
nespresso compatible pods
coffee pods
nespresso pods
pod coffee",N,0.00,7.75,0.00,0,0.00,8,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321692,N,N,
P-537205,Cafe Pod Ristretto,D-03/11/2014 11:19:30,,Single,,Café Pod Ristretto,"Cafe Pod Ristretto 
Nespresso Compatible Pods
Café Pod Ristretto pods
coffee pods 
nespresso pods
ristretto coffee pods",N,0.00,2.69,0.00,0,0.00,3,%,0.00,N,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321688,N,N,
P-537206,Cafe Pod Ristretto,D-03/11/2014 11:26:34,,Case,,Cafe Pod Ristretto,"Cafe Pod Ristretto
nespresso compatible pods
ristretto pods
coffee pods
pod coffee",N,0.00,7.75,0.00,0,0.00,8,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321688,N,N,
P-537210,Cafe Pod Smooth,D-03/11/2014 11:38:51,,Single,,Cafe Pod Smooth,"Cafe Pod Smooth
nespresso coffee pods
coffee pods
smooth roast coffee pods
nespresso compatible coffee pods",N,0.00,2.69,0.00,0,0.00,3,%,0.00,N,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321690,N,N,
P-537211,Cafe Pod Smooth,D-03/11/2014 11:42:25,,Case,,Cafe Pod Smooth,"Cafe Pod Smooth
nespresso coffee pods
nespresso compatible coffee pods
smooth roast coffee pods",N,0.00,7.75,0.00,0,0.00,8,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321690,N,N,
P-537217,Cafe Pod Sumatra Lake Tawar,D-03/11/2014 12:06:45,,Single,,Cafe Pod Sumatra Lake Tawar,"Cafe Pod Sumatra Lake Tawar 
sumatra coffee pods
nespresso coffee pods
coffee pods
nespresso compatible coffee pods",N,0.00,2.89,0.00,0,0.00,3,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321693,N,N,
P-537218,Cafe Pod Sumatra Lake Tawar,D-03/11/2014 12:11:23,,Case,,Cafe Pod Sumatra Lake Tawar,"Café Pod Sumatra Lake Tawar 
nespresso pods
nespresso coffee pods
nespresso compatible pods
sumatra coffee pods",N,0.00,11.00,0.00,0,0.00,11,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321693,N,N,
P-451373,Cafe Wipez Urnex Cleaning Wipes,D-06/04/2009 08:06:05,5060181190699,MATHAL,,Cafe Wipez Urnex Cleaning Wipes,"Cleaning wipes
coffee cleaning wipes
fragrance free wipes
cleaning 
Café Wipez Urnex Cleaning Wipes
wipes
urnex cleaning wipes",N,0.00,4.99,0.00,0,0.00,5,%,0.00,Y,N,2147483329,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,216999,N,Y,"3=>4.85,5=>4.70,10=>4.50"
P-535333,Cafeology Freeze Dried Fairtrade Coffee,D-31/03/2014 10:05:12,,Cafeology,,Cafeology Freeze Dried Fairtrade Coffee,"Cafeology
Fairtrade coffee
coffee
instant coffee
freeze dried coffee",N,0.00,122.56,0.00,0,0.00,123,%,0.00,N,N,999999,N,0,D-00/00/0000,0.00,,Y,Y,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,317793,N,N,
P-513870,Cafetiere Coffee Press,D-15/04/2011 14:21:33,5060181190691,,,Cafetiere Coffee Press,"CAFETIERES
COFFEE PRESS
CAFETIERE COFFEE
COFFEE PRESSES
CAFETIERE
press
filter coffee maker
filter coffee press
filter coffee cafetiere",N,0.00,12.99,0.00,0,0.00,13,%,0.00,Y,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,NEW TO GARRAWAYS,N,277824,N,N,
P-519690,Caffe Prima - Peru - Cafe Femenino Coffee Beans,D-17/02/2012 16:00:31,5060181190706,(6KG),,Caffe Prima - Peru - Cafe Femenino Coffee Beans,"femenino Coffee
peru coffee
organic coffee
fairtrade coffee
cafe femenino coffee
coffee beans",Y,0.00,69.99,0.00,0,0.00,70,Exact,64.99,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,"A Rich Full Bodied Coffee That Is FairTrade Certified & 100% Organic, Supporting The Women That Harvested & Processed This Coffee.",N,51701,N,Y,"3=>63.50,5=>62.50,10=>60.00,20=>55.00,40=>50.00,60=>40.00"
P-511091,Caffe Prima Arabica Coffee Beans (1kg),D-25/02/2011 13:53:22,5060181190691,1 Kilo,,Caffe Prima Arabica Coffee Beans,"Arabica
1 Kilo
Coffee
Bean
caffe Prima
Caffe Prima Arabica Coffee Beans
arabica coffee",N,0.00,8.99,0.00,0,0.00,9,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,321617,N,N,
P-537160,Caffe Prima Arabica Coffee Beans (4kg),D-30/10/2014 15:50:33,,4KG Case,,Caffe Prima Arabica Coffee Beans,"Caffe Prima Arabica Coffee Beans (4KG Case)
arabica coffee
coffee case
caffe prima coffee
arabica coffee case",N,0.00,33.99,0.00,0,0.00,40,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-59082,Caffe Prima Arabica Coffee Beans (6kg),D-06/04/2009 08:05:31,5060181190691,6KG case,,Caffe Prima Arabica Coffee Beans,"Roasted coffee beans
caffe prima arabica coffee beans
100% arabica
arabica coffee
coffee beans
fresh coffee beans 
coffee",N,0.00,49.50,0.00,0,0.00,50,%,0.00,N,N,2147482521,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,321617,N,Y,"3=>48.50,6=>47.50,12=>45.00,24=>43.00,60=>39.99"
P-537161,Caffe Prima Belvedere Coffee Beans (4kg),D-30/10/2014 15:58:05,,4KG Case,,Caffe Prima Belvedere Coffee Beans,"Caffe Prima Belvedere Coffee Beans (4KG Case)
belvedere coffee
caffe prima coffee
coffee case",N,0.00,33.99,0.00,0,0.00,34,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-69797,Caffe Prima Belvedere Coffee Beans (6kg),D-06/04/2009 08:05:39,5060181190693,6KG,,Caffe Prima Belvedere Coffee Beans,"roasted coffee beans
ground coffee
roasted coffee
Belvedere
perculator coffee
Caffe Prima Belvedere coffee beans",N,0.00,47.95,0.00,0,0.00,48,%,0.00,N,N,2147483036,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,321619,N,Y,"3=>46.95,6=>45.00,12=>43.00,24=>40.00,60=>35.00"
P-534955,Caffe Prima Belvedere Coffee Beans 1kg,D-22/02/2014 03:34:41,,1 Kilo,,Caffe Prima Belvedere Coffee Beans,"fresh coffee
ground coffee
roasted coffee
pereculator coffee
Caffe Prima Belvedere Coffee Beans
caffe prima
coffee beans",N,0.00,8.99,0.00,0,0.00,9,%,0.00,N,N,9944,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321619,N,N,
P-59104,Caffe Prima Belvedere Filter Coffee Sachets,D-06/04/2009 08:05:32,5060181190695,Garraways,,Caffe Prima Belvedere Filter Coffee Sachets,"filter coffee
Belvedere
Caffe Prima Belvedere Filter coffee sachets 
Belvedere Filter coffee
fresh roasted coffee
cafetiere coffee
ground coffee",N,0.00,21.99,0.00,0,0.00,22,%,0.00,N,N,2147482111,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,321625,N,Y,"6=>21.00,12=>20.49,24=>19.99,60=>18.99"
P-488396,Caffe Prima Brown Sugar Sticks,D-13/05/2009 17:28:55,5060181190691,,,Caffe Prima Brown Sugar Sticks,"brown sugar sticks
sugar sticks
brown sticks
brown sugar
sugar sachets
brown sugar sachets",N,0.00,8.99,0.00,0,0.00,9,%,0.00,N,N,4294965401,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,28038,N,N,
P-519752,Caffe Prima Cafe Femenino Peruvian Coffee Beans,D-22/02/2012 13:17:05,5060181190691,1 Kilo,,Caffe Prima Cafe Femenino Peruvian Coffee Beans,,Y,0.00,10.99,0.00,0,0.00,11,%,0.00,N,N,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,"A Rich Full Bodied Coffee That Is FairTrade Certified & 100% Organic, Supporting The Women That Harvested & Processed This Coffee.",N,51701,N,N,
P-489481,Caffe Prima Cappuccino Topping,D-25/08/2009 16:07:10,5060181190705,,,Caffe Prima Cappuccino Topping,"Caffe Prima
Cappucino Topping
Caffe Prima Cappuccino Topping
Topping
Coffee Topping",N,0.00,39.99,0.00,0,0.00,30,%,0.00,N,N,499734,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,46941,N,Y,"3=>38.50,6=>37.50,12=>35.00,24=>32.50,30=>29.99,60=>26.99"
P-517351,Caffe Prima Caramelised Saucer Biscuits,D-05/09/2011 10:29:38,5060181190700,,,Caffe Prima Caramelised Saucer Biscuits,"caramelised biscuit
coffee biscuit
lotus biscuit
caramelised biscuit",N,0.00,8.79,0.00,0,0.00,9,%,0.00,N,N,495997,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,Black Friday Sale Item!,N,BRAND NEW FROM CAFFE PRIMA - CARAMELISED BISCUITS - 300 INDIVIDUALLY WRAPPED SPECULOOS BISCUITS.,N,282285,N,N,
P-511187,Caffe Prima Chocolate Dot Cookies,D-04/03/2011 16:02:27,5060181190704,,Caffe Prima,Caffe Prima Chocolate Dot Cookies,"dotty cookies
chocolate cookies
hand made cookies
single cookies
Chocolate Dot Cookies
retail cookies
Choc Dot Cookies
Caffe Prima",N,0.00,3.49,0.00,0,0.00,3,%,0.00,N,N,498424,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,320871,N,Y,"4=>3.45,8=>3.40,12=>3.35,18=>3.29,24=>3.25,48=>3.20,60=>3.15,96=>3.10,120=>2.99"
P-312342,Caffe Prima Chocolate Dusting Sprinkler,D-06/04/2009 08:05:50,5060181190697,Caffe Prima,CHPWD,Caffe Prima Chocolate Dusting Sprinkler,"Caffe Prima chocolate dusting
caffe prima chocolate sprinkler
chocolate
chocolate topping
chocolate dusting powder
Chocolate Dusting Sprinkler",N,0.00,2.99,0.00,0,0.00,3,%,0.00,N,N,2147479807,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,94068,N,Y,"6=>2.85,12=>2.75,24=>2.50,60=>2.29"
P-312348,Caffe Prima Chocolate Flakes Sprinkler,D-06/04/2009 08:05:50,5060181190699,Caffe Prima,RED,Caffe Prima Chocolate Flakes Sprinkler,"Caffe Prima chocolate flakes
chocolate sprinkler
chocolate
flakes sprinkler
chocolate topping
chocolate flakes
Chocolate Flakes Sprinkler",N,0.00,2.79,0.00,0,0.00,3,%,0.00,N,N,2147482007,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,94070,N,Y,"6=>2.75,12=>2.70,24=>2.50"
P-489404,Caffe Prima Chocolate Sprinkler Pack,D-16/07/2009 19:03:12,5060181190705,,,Caffe Prima Chocolate Sprinkler Pack,"coffee sprinkler
cappuccino sprinkler
cappuccino topping
Caffe Prima Sprinkler Pack
Chocolate sprinkler
Chocolate
sprinkles
sprinklers",N,0.00,14.99,0.00,0,0.00,15,%,0.00,N,N,4294967072,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,257326,N,Y,"3=>14.50,5=>13.99"
